,HIP,Parallax,RA,Dec,Vmag,Spectral_Type,Distance
15952,23253,6.93,050013.88,+205540.1,8.28,G,144.3001443001443
15955,23261 H,18.86,050018.35,+392340.9,5.95,G,53.022269353128316
15960,23266,10.79,050020.90,+010023.7,9.11,G,92.67840593141798
15964,23270,5.56,050024.29,+240945.9,7.84,G,179.8561151079137
15968,23274 H,6.81,050026.15,+415742.1,8.9,G,146.84287812041117
15971,23277 H,16.18,050029.67,+050556.6,8.02,G,61.804697156983934
15973,23279,8.3,050032.53,+033653.4,7.03,G,120.48192771084337
15978,23284,1.74,050033.54,+223656.7,9.02,G,574.7126436781609
15981,*23287,23.33,050033.93,+033656.9,6.65,G,42.86326618088299
15989,23295,4.36,050039.79,+031555.2,8.1,G,229.3577981651376
15995,23302,24.66,050042.06,+305349.8,10.84,G,40.55150040551501
15996,23303,8.04,050042.62,+105448.4,6.8,G,124.37810945273633
15997,23304,2.68,050043.06,+843429.4,10.88,G,373.13432835820896
16011,23318,20.08,050054.05,+774631.8,7.71,G,49.800796812749006
16032,23339,5.5,050112.77,+075209.5,8.69,G,181.8181818181818
16048,23355,11.95,050121.54,+455320.9,7.42,G,83.68200836820084
16054,*23396 H,24.38,050144.26,+204948.3,7.99,G,41.01722723543889
16060,23402,25.43,050146.33,+263902.4,8.22,G,39.32363350373575
16062,*23404,2.18,050147.66,+112231.1,7.17,G,458.7155963302752
16066,23408,6.55,050150.35,+004319.8,5.91,G,152.67175572519085
16067,23409,11.39,050151.31,+313757.6,9.23,G,87.79631255487269
16068,23410,5.21,050153.30,+195757.7,9.18,G,191.93857965451056
16076,23418 H,31.2,050158.79,+095859.9,11.45,G,32.05128205128205
16090,23442,5.19,050219.79,+741609.4,6.05,G,192.67822736030828
16096,23448,3.55,050226.20,+020252.9,8.02,G,281.69014084507046
16111,23473,2.91,050244.55,+032727.8,7.32,G,343.64261168384877
16125,23497,20.01,050305.70,+213524.2,4.62,G,49.97501249375312
16126,23498,18.44,050307.62,+134350.6,9.0,G,54.22993492407809
16131,23508,0.92,050317.10,+040056.0,8.1,G,1086.9565217391305
16141,23518,71.35,050322.63,+530755.9,9.96,G,14.015416958654521
16148,23530,31.76,050330.65,+630438.7,7.63,G,31.48614609571788
16150,23532,31.92,050333.17,+630506.6,7.93,G,31.32832080200501
16155,23537,4.07,050338.38,+023330.1,8.63,G,245.7002457002457
16177,*23574,2.26,050405.36,+170730.0,8.78,G,442.47787610619474
16181,23583,5.61,050414.56,+302940.6,6.14,G,178.25311942959001
16192,23599,3.98,050426.72,+101113.3,10.32,G,251.25628140703517
16195,23622,5.58,050441.97,+640756.7,8.47,G,179.21146953405017
16210,23642,4.48,050453.75,+174658.0,9.21,G,223.2142857142857
16221,23673,3.73,050520.12,+073345.0,7.59,G,268.0965147453083
16223,23675,8.09,050521.66,+341616.7,8.43,G,123.60939431396787
16232,23684 H,4.64,050527.29,+465459.0,6.6,G,215.51724137931035
16236,23688,8.32,050528.47,+401527.0,9.65,G,120.1923076923077
16243,23695 H,7.03,050532.11,+194824.3,6.48,G,142.2475106685633
16262,23744,6.14,050612.88,+294554.1,8.36,G,162.86644951140067
16265,23747,13.26,050615.52,+495829.4,7.61,G,75.41478129713424
16268,23750,18.78,050617.95,+174859.4,8.82,G,53.24813631522896
16270,23757,6.81,050622.91,+024023.8,7.49,G,146.84287812041117
16277,23774,1.29,050634.29,+383120.1,7.74,G,775.1937984496124
16292,23789 H,16.9,050643.08,+140506.3,7.3,G,59.1715976331361
16298,23795,13.11,050645.82,+062518.0,8.01,G,76.27765064836004
16302,23804 H,2.05,050657.21,+114949.5,9.1,G,487.80487804878055
16305,23807,11.26,050701.40,+164939.2,8.46,G,88.80994671403198
16309,*23811,2.55,050702.24,+514222.5,8.0,G,392.15686274509807
16319,23821,8.42,050716.79,+005927.6,7.47,G,118.76484560570071
16328,23835,63.02,050726.68,+183842.0,4.91,G,15.867978419549349
16331,23838 H,7.23,050730.70,+553224.4,7.3,G,138.31258644536652
16334,*23846,2.22,050735.90,+043230.4,7.98,G,450.45045045045043
16339,23866,4.61,050746.20,+105342.2,7.04,G,216.91973969631235
16352,23879 H,16.84,050752.87,+082954.9,5.33,G,59.38242280285036
16353,23880 H,6.47,050753.50,+454508.0,9.89,G,154.5595054095827
16357,23884,28.38,050755.81,+261941.2,7.6,G,35.236081747709655
16360,23887,16.13,050800.26,+441826.2,9.7,G,61.99628022318661
16364,23896,13.57,050805.00,+075355.5,6.66,G,73.69196757553426
16379,23911 H,2.1,050815.54,+425406.9,8.67,G,476.19047619047615
16380,23912,5.15,050815.86,+725650.5,8.32,G,194.17475728155338
16381,23913,19.6,050816.22,+522203.3,9.07,G,51.0204081632653
16388,23920,6.6,050824.54,+022744.4,9.25,G,151.51515151515153
16390,23922,11.91,050826.74,+552515.5,9.35,G,83.9630562552477
16414,23961,8.9,050900.96,+065416.5,10.75,G,112.35955056179775
16416,23963,5.12,050903.38,+203056.2,8.41,G,195.3125
16425,23977,10.91,050912.57,+112943.2,8.31,G,91.6590284142988
16443,24020 H,18.28,050945.44,+280201.6,8.62,G,54.70459518599562
16444,24021,21.39,050945.88,+071053.6,7.41,G,46.75081813931744
16449,24031 H,11.86,050958.26,+081024.3,7.02,G,84.31703204047218
16465,24049,5.24,051005.22,+315550.3,8.01,G,190.83969465648855
16483,24072 H,1.59,051018.81,+371806.7,6.02,G,628.9308176100628
16486,24075,7.09,051019.91,+415330.9,8.56,G,141.04372355430183
16489,24078,5.74,051021.95,+485035.5,11.39,G,174.21602787456445
16500,24100,1.04,051034.98,+304751.2,6.71,G,961.5384615384615
16501,24101,3.36,051037.92,+411153.0,9.44,G,297.61904761904765
16504,24104,10.09,051039.96,+151646.6,8.16,G,99.10802775024777
16522,24121,4.0,051050.93,+162545.0,8.6,G,250.0
16525,24124,13.51,051052.44,+061627.9,10.94,G,74.01924500370096
16553,24177,18.73,051129.76,+100717.6,11.97,G,53.39028296849973
16569,24203 H,3.56,051145.35,+010213.4,5.88,G,280.8988764044944
16586,24220 H,0.73,051202.61,+415352.5,8.54,G,1369.86301369863
16593,24227 H,6.87,051205.63,+003616.7,8.61,G,145.5604075691412
16598,24232,12.99,051209.62,+325342.5,7.64,G,76.98229407236336
16600,24234,10.31,051211.60,+241645.2,7.99,G,96.99321047526672
16615,24249,9.45,051220.38,+112146.6,8.67,G,105.82010582010582
16629,24283,13.8,051241.85,+235336.9,10.32,G,72.46376811594203
16630,24284,78.5,051242.05,+193954.3,10.82,G,12.738853503184714
16635,24289,16.01,051245.16,+041916.6,10.57,G,62.46096189881324
16638,24292,23.35,051247.94,+161827.7,10.55,G,42.82655246252676
16642,24301,31.41,051253.21,+194325.7,9.93,G,31.83699458771092
16651,24315 H,10.66,051303.42,+242349.1,7.89,G,93.80863039399625
16662,24331 H,9.49,051317.48,+025140.5,4.46,G,105.3740779768177
16683,24352,0.51,051332.30,+380634.9,9.41,G,1960.7843137254902
16687,*24356,1.99,051335.59,+354203.1,8.32,G,502.51256281407035
16693,24363 H,6.12,051337.89,+041240.2,8.7,G,163.3986928104575
16706,24376,2.11,051347.05,+390115.6,9.06,G,473.93364928909955
16722,24402,9.34,051404.95,+660323.8,7.85,G,107.06638115631692
16723,24403,8.2,051405.74,+211325.3,7.19,G,121.95121951219514
16727,24417 H,8.52,051419.79,+694926.2,7.21,G,117.37089201877934
16732,24422,2.59,051424.12,+392149.5,8.02,G,386.1003861003861
16740,24440 H,7.75,051435.54,+762822.0,6.36,G,129.03225806451613
16745,24445,5.19,051438.60,+630737.0,6.89,G,192.67822736030828
16748,24448,5.0,051440.63,+422506.4,8.4,G,200.0
16752,24457,26.11,051449.76,+004233.4,9.85,G,38.299502106472616
16754,24459,4.78,051454.88,+505414.2,9.24,G,209.20502092050208
16758,24463,24.56,051458.48,+443150.5,10.33,G,40.71661237785017
16775,24515,2.22,051531.28,+054535.1,8.68,G,450.45045045045043
16789,24529,2.54,051544.00,+503343.9,7.49,G,393.7007874015748
16798,24538,9.55,051553.19,+342524.4,7.69,G,104.71204188481674
16813,24584,2.43,051627.95,+071738.1,12.17,G,411.52263374485597
16816,24602,8.68,051637.34,+211357.1,10.32,G,115.20737327188941
16819,24605 H,3.22,051640.03,+390244.9,8.79,G,310.55900621118013
16821,24607,5.36,051641.05,+015650.4,6.42,G,186.56716417910448
16823,24609,10.53,051642.48,+170112.1,8.12,G,94.9667616334283
16826,24612 H,2.97,051643.88,+182622.4,7.16,G,336.70033670033666
16841,24632,5.33,051705.30,+095538.3,7.48,G,187.6172607879925
16848,24639,6.0,051713.52,+533443.7,9.5,G,166.66666666666666
16851,24642,1.02,051715.47,+285418.0,6.76,G,980.3921568627451
16864,24660,18.54,051730.73,+143051.2,8.54,G,53.93743257820928
16866,24667 H,2.21,051732.36,+330728.6,8.65,G,452.4886877828054
16875,24676 H,1.92,051739.01,+044101.8,8.48,G,520.8333333333334
16898,24719,1.91,051805.86,+522328.7,9.3,G,523.5602094240838
16899,24720,22.57,051806.18,+671059.7,10.8,G,44.30660168365086
16907,24728,15.16,051810.59,+055942.0,11.64,G,65.96306068601584
16914,24735,12.3,051815.42,+284648.4,7.28,G,81.30081300813008
16927,*24748,2.16,051824.30,+470253.5,7.72,G,462.96296296296293
16933,24759,0.82,051830.33,+301529.7,9.88,G,1219.5121951219512
16936,24767,3.85,051833.40,+392104.4,7.91,G,259.7402597402597
16952,24788,5.82,051852.32,+594547.0,9.25,G,171.82130584192439
16961,24812 H,5.25,051907.65,+142934.4,8.61,G,190.47619047619048
16966,24817,16.47,051911.23,+023545.4,5.34,G,60.71645415907712
16969,24820 H,7.56,051914.71,+200804.8,6.12,G,132.27513227513228
16980,24846,0.06,051934.92,+035226.0,9.64,G,16666.666666666668
16995,24871,2.21,051955.43,+392256.3,9.18,G,452.4886877828054
16996,24872,4.37,051958.66,+164350.9,8.4,G,228.83295194508008
17002,24883,18.93,052003.62,+133242.7,7.5,G,52.826201796090864
17041,24958,4.98,052043.24,+153813.0,8.24,G,200.80321285140562
17052,24969 H,7.76,052052.86,+782229.2,7.96,G,128.8659793814433
17059,24976,0.97,052056.35,+432446.4,8.25,G,1030.9278350515465
17076,24998,9.04,052111.97,+110634.1,7.46,G,110.61946902654869
17086,25008,7.05,052117.35,+541508.9,6.63,G,141.84397163120568
17102,25034,17.48,052139.12,+155049.9,7.71,G,57.20823798627002
17103,*25035 H,1.41,052139.91,+185424.5,7.71,G,709.2198581560284
17118,25060 H,4.92,052155.38,+393422.9,7.31,G,203.2520325203252
17124,25071,8.95,052203.81,+751144.0,7.95,G,111.731843575419
17125,25072,4.03,052205.54,+033417.9,7.42,G,248.13895781637714
17126,25073,12.64,052206.00,+070522.7,7.73,G,79.1139240506329
17128,25075,0.07,052206.72,+393045.5,8.6,G,14285.714285714284
17135,25082 H,18.46,052211.18,+052343.5,7.01,G,54.17118093174431
17139,25086,6.66,052214.57,+195003.2,8.58,G,150.15015015015015
17178,25135,3.21,052245.55,+001234.0,8.77,G,311.52647975077883
17180,25137,16.14,052245.98,+475450.6,9.23,G,61.95786864931846
17185,25142,3.39,052250.00,+033240.0,4.99,G,294.9852507374631
17188,25145,3.34,052251.03,+033308.0,7.17,G,299.4011976047904
17194,25151 H,2.89,052256.87,+142140.1,7.66,G,346.02076124567475
17200,25157,6.89,052300.17,+294344.6,8.02,G,145.1378809869376
17206,25163,1.9,052301.93,+014148.9,8.16,G,526.3157894736843
17207,25164,4.57,052301.96,+002620.7,8.34,G,218.8183807439825
17212,25169,0.12,052304.01,+310943.7,9.79,G,8333.333333333334
17218,25175,0.48,052305.71,+310930.7,9.05,G,2083.3333333333335
17222,25179,3.93,052310.15,+010822.7,7.99,G,254.45292620865138
17238,25195,19.97,052326.53,+165854.7,8.11,G,50.07511266900351
17239,25201,1.28,052330.00,+160232.9,8.28,G,781.25
17245,25207,3.17,052331.74,+160225.8,7.27,G,315.45741324921136
17250,25222,22.66,052339.65,+640730.3,7.29,G,44.1306266548985
17253,25225,8.43,052342.92,+371121.2,8.24,G,118.62396204033215
17264,25241,3.68,052351.38,+005146.3,8.41,G,271.7391304347826
17268,25245,11.5,052353.89,+110500.9,7.56,G,86.95652173913044
17273,25250,7.25,052357.06,+195957.7,8.4,G,137.93103448275863
17280,25262,0.74,052409.33,+392156.9,8.18,G,1351.3513513513515
17308,25305 H,2.7,052447.25,+644352.5,7.64,G,370.3703703703703
17309,25316 H,4.95,052455.18,+505853.9,8.28,G,202.02020202020202
17329,25341,4.62,052512.38,+345149.1,8.38,G,216.45021645021646
17331,*25343,7.91,052512.94,+345118.6,6.55,G,126.42225031605562
17337,25354 H,25.96,052520.47,+651054.4,10.42,G,38.52080123266564
17348,25400,13.05,052601.64,+254535.2,8.4,G,76.62835249042145
17349,25411,2.63,052606.00,+005002.4,8.31,G,380.2281368821293
17355,25422,4.53,052614.61,+295912.0,8.09,G,220.7505518763797
17361,25428,24.89,052617.50,+283628.3,1.65,G,40.17677782241864
17365,25432,4.08,052622.39,+004753.2,8.31,G,245.09803921568627
17368,25435,15.96,052623.04,+035123.4,7.65,G,62.65664160401002
17376,25443 H,6.41,052631.22,+025609.3,6.52,G,156.00624024961
